ExerciseName,Link
Elastic shoulder press,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Elastic shoulder press.mp4
Elastic upright row,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Elastic upright row.mp4
Elbow to Knee Crunches,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Elbow to Knee Crunches.mp4
Elbow to Knee MedBall Hold,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Elbow to Knee MedBall Hold.mp4
Elbows to hands plank,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Elbows to hands plank.mp4
Elevated leg crunch,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Elevated leg crunch.mp4
Elliptical,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Elliptical.mp4
FHL Manual Resistance,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/FHL Manual Resistance.mp4
Extender,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Hamstrings/Extender.mp4
Flamingo,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Flamingo.mp4
EMG,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/EMG.mp4
Flemingo stretch,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Flemingo stretch.mp4
Flexor hallux manual,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Flexor hallux manual.mp4
Floor Chest Fly Elevated Legs,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Floor Chest Fly Elevated Legs.mp4
Flowin Push Up Combo,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Flowin Push Up Combo.mp4
Flowin Up and Down,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Flowin Up and Down.mp4
Forearm stretch,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Forearm stretch.mp4
Forward lunge with posterior glide with belt,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Forward lunge with posterior glide with belt.mp4
Forward or Backward shadowing,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Forward or Backward shadowing.mp4
Forward slide lunge with socks,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Forward slide lunge with socks.mp4
Free squat,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Free squat.mp4
Frog horizontal side jump,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Frog horizontal side jump.mp4
Front squat,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Front squat.mp4
Gait training exaggerated knee and hip flexion,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Gait training exaggerated knee and hip flexion.mp4
GAME READY,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/GAME READY.mp4
Full range SL Heel raise weighted,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Full range SL Heel raise weighted.mp4
Glute HS Raise,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Glute HS Raise.mp4
Goblet squat,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Goblet squat.mp4
Goblet squat to box,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Goblet squat to box.mp4
Goblet squat- facing the wall,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Goblet squat- facing the wall.mp4
Groin cable tension arc contralateral arm leg flexion,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Groin cable tension arc contralateral arm leg flexion.mp4
Hack squat machine bilateral,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hack squat machine bilateral.mp4
Hack squat machine single leg,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hack squat machine single leg.mp4
Hack squat,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hack squat.mp4
Half knee pelvic tilt,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Half knee pelvic tilt.mp4
Hamstring isometric contraction in bridge,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Hamstrings/Hamstring isometric contraction in bridge.mp4
Half kneeling pelvic tilt,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Half kneeling pelvic tilt.mp4
Hamstring long lever catch,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Hamstrings/Hamstring long lever catch.mp4
Hamstring tantrum,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Hamstrings/Hamstring tantrum.mp4
Hamstring stretch,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Hamstrings/Hamstring stretch.mp4
Hand behind head,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hand behind head.mp4
Heel digs,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Hamstrings/Heel digs.mp4
Heel raises in sitting with weight,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Heel raises in sitting with weight.mp4
Heel Kicks,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Heel Kicks.mp4
Heel raises in sitting,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Heel raises in sitting.mp4
Heel sides with towel,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Heel sides with towel.mp4
Heel toe walk,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Heel toe walk.mp4
High Knees,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/High Knees.mp4
High plank shoulder taps,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/High plank shoulder taps.mp4
High plank,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/High plank.mp4
Hip abduction in supine with band around knees,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip abduction in supine with band around knees.mp4
Hip abduction machine,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip abduction machine.mp4
Hip adduction in sitting with ball between knees,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip adduction in sitting with ball between knees.mp4
Hip adduction in standig supported,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip adduction in standig supported.mp4
Hip adduction in standing supported unstable surface,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip adduction in standing supported unstable surface.mp4
Hip adduction in standing supported,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip adduction in standing supported.mp4
Hip adduction in standing unsupported surface,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip adduction in standing unsupported surface.mp4
Hip adduction in standing unsupported unstable surface,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip adduction in standing unsupported unstable surface.mp4
Hip adduction in standing unsupported,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip adduction in standing unsupported.mp4
Hip adduction in supine with balls between knees,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip adduction in supine with balls between knees.mp4
Hip adduction machine,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip adduction machine.mp4
Hip extension in prone unresisted,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip extension in prone unresisted.mp4
Hip extension in prone with weight on thigh,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip extension in prone with weight on thigh.mp4
Hip exteral Rotation- Resisted,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip exteral Rotation- Resisted.mp4
Hip exteranal rotation in prone active,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip exteranal rotation in prone active.mp4
Hip exteranl rotation standing with elastic aroud knee,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip exteranl rotation standing with elastic aroud knee.mp4
Hip flexion in sitting active assisted,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip flexion in sitting active assisted.mp4
Hip flexion pulley,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip flexion pulley.mp4
HIP FLEXOR STRETCH,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/HIP FLEXOR STRETCH.mp4
Hip flextion in sitting active,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip flextion in sitting active.mp4
Hip hitch supported,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip hitch supported.mp4
Hip hitch unsupported or with Foot lift,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip hitch unsupported or with Foot lift.mp4
Hip lock Banded,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip lock Banded.mp4
Hip Lock Switch Banded,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip lock Switch Banded.mp4
Hip Lock hold Banded,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip lock Hold Banded.mp4
Hip lock Early,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip lock Early.mp4
Hip lock to step,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip lock to step.mp4
Hip lock with Pertubation Banded,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip lock with Pertubation Banded.mp4
Hip skies on steps,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip skies on steps.mp4
Hip thrust DL,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip thrust DL.mp4
Hip thrust machine bilateral,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip thrust machine bilateral.mp4
Hip thrust machine unilateral leg eleavted,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip thrust machine unilateral leg eleavted.mp4
Hip thrust machine unilateral leg elevated opposite leg extended,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip thrust machine unilateral leg elevated opposite leg extended.mp4
Hip thrust machine unilateral,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip thrust machine unilateral.mp4
Hip thrust SL,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hip thrust SL.mp4
Hollow Planks Flutter Kicks,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hollow Planks Flutter Kicks.mp4
Hollow Planks Scissor Kicks,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hollow Planks Scissor Kicks.mp4
Hop and stick sideways,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hop and stick sideways.mp4
Hop to alternating legs,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hop to alternating legs.mp4
HS Slide,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/HS Slide.mp4
HUR Biceps curl,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/HUR Biceps curl.mp4
Hydro backward Skips,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hydro backward Skips.mp4
Hydro balance (balance board),https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hydro balance (balance board).mp4
HUR Triceps,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/HUR Triceps.mp4
Hydro Balance exercisec Unstable surface,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hydro Balance exercisec Unstable surface.mp4
Hydro balance exercises,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hydro balance exercises.mp4
Hydro Balance,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hydro Balance.mp4
Hydro forward Hops,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hydro forward Hops.mp4
Hydro forward Skips,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hydro forward Skips.mp4
Hydro Hip Adduction abduction,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hydro Hip Adduction abduction.mp4
Hydro hip flex Ext,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hydro hip flex Ext.mp4
Hydro Hip Flexion Extension,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hydro Hip Flexion Extension.mp4
Hydro Sideway Skips,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hydro Sideway Skips.mp4
Hydro sitting squats,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hydro sitting squats.mp4
Hydro Squat,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hydro Squat.mp4
Hydro Stationary Hops,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hydro Stationary Hops.mp4
Hydro stationary Skips,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hydro stationary Skips.mp4
Hydro step up,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hydro step up.mp4
Hydro Treadmill Running,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Hydro Treadmill Running.mp4
Ice application,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ice application.mp4
Illinois agility left,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Illinois agility left.mp4
Inch worm Push Up,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Inch worm Push Up.mp4
Illinois agility right,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Illinois agility right.mp4
Incline Rows- DB,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Incline Rows- DB.mp4
Inverted Rows-Overhand,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Inverted Rows-Overhand.mp4
Inverted Rows-Underhand,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Inverted Rows-Underhand.mp4
Isokinetic,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Isokinetic.mp4
ISOMETRIC HAMSTRING AT 45 DEG WITH BELT PRONE,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/ISOMETRIC HAMSTRING AT 45 DEG WITH BELT PRONE.mp4
Isometric quadriceps at 30 deg with belt,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Isometric quadriceps at 30 deg with belt.mp4
Isometric knee extension machine,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Isometric knee extension machine.mp4
Isometric quadriceps at 60 deg with belt,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Isometric quadriceps at 60 deg with belt.mp4
Isometric quadriceps at 90 degree with belt,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Isometric quadriceps at 90 degree with belt.mp4
Jacobs ladder,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Jacobs ladder.mp4
ISOMETRIC QUADRICEPS,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/ISOMETRIC QUADRICEPS.mp4
James Bond,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/James Bond.mp4
Jump down to soft surface,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Jump down to soft surface.mp4
Keiser airdyne only hand,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Keiser airdyne only hand.mp4
Jasenko's split squat,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Jasenko's split squat.mp4
Keiser airdyne,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Keiser airdyne.mp4
Keiser Lat Pulls,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Keiser Lat Pulls.mp4
